AIRPORT_NAME,STATE,COUNTRY,MONTH_x,AIRPORT_SPIKE,COVID_MONTH,COVID_SPIKE
"Bristol/Johnson City/Kingsport, TN: Tri Cities",TENNESSEE,USA,2020-05,0,2020-06,74422.0
"Brownsville, TX: Brownsville South Padre Island International",TEXAS,USA,2020-05,0,2020-06,39532.0
"Buffalo, NY: Buffalo Niagara International",NEW YORK,USA,2020-05,0,2020-06,207280.0
"Burbank, CA: Bob Hope",CALIFORNIA,USA,2020-05,0,2020-06,152057.0
"Burlington, VT: Burlington International",VERMONT,USA,2020-05,0,2020-06,28518.0
"Camp Springs, MD: Joint Base Andrews",MARYLAND,USA,2020-05,0,2020-06,647733.0
"Casper, WY: Casper/Natrona County International",WYOMING,USA,2020-05,0,2020-06,6942.0
"Cedar Rapids/Iowa City, IA: The Eastern Iowa",IOWA,USA,2020-05,0,2020-06,118295.0
"Charleston, SC: Charleston AFB/International",SOUTH CAROLINA,USA,2020-05,0,2020-06,79010.0
"Charlotte, NC: Charlotte Douglas International",NORTH CAROLINA,USA,2020-05,6839,2020-06,633394.0
"Chattanooga, TN: Lovell Field",TENNESSEE,USA,2020-05,0,2020-06,105425.0
"Cheyenne, WY: Cheyenne Regional/Jerry Olson Field",WYOMING,USA,2020-05,0,2020-06,25855.0
"Chicago, IL: Chicago Midway International",ILLINOIS,USA,2020-05,0,2020-06,3512568.0
"Cincinnati, OH: Cincinnati/Northern Kentucky International",OHIO,USA,2020-05,0,2020-06,160856.0
"Cleveland, OH: Cleveland-Hopkins International",OHIO,USA,2020-05,0,2020-06,214676.0
"College Station/Bryan, TX: Easterwood Field",TEXAS,USA,2020-05,0,2020-06,130009.0
"Colorado Springs, CO: City of Colorado Springs Municipal",COLORADO,USA,2020-05,0,2020-06,4344.0
"Columbia, SC: Columbia Metropolitan",SOUTH CAROLINA,USA,2020-05,0,2020-06,160516.0
"Columbus, GA: Columbus Airport",GEORGIA,USA,2020-05,0,2020-06,240392.0
"Columbus, OH: John Glenn Columbus International",OHIO,USA,2020-05,0,2020-06,314453.0
"Corpus Christi, TX: Corpus Christi International",TEXAS,USA,2020-05,25,2020-06,32267.0
"Dallas/Fort Worth, TX: Dallas/Fort Worth International",TEXAS,USA,2020-05,46556,2020-06,863542.0
"Dayton, OH: James M Cox/Dayton International",OHIO,USA,2020-05,0,2020-06,111056.0
"Daytona Beach, FL: Daytona Beach International",FLORIDA,USA,2020-05,0,2020-06,6713.0
"Denver, CO: Denver International",COLORADO,USA,2020-05,0,2020-06,456357.0
"Des Moines, IA: Des Moines International",IOWA,USA,2020-05,0,2020-06,237035.0
"Detroit, MI: Detroit Metro Wayne County",MICHIGAN,USA,2020-05,10211,2020-06,1291981.0
"Duluth, MN: Duluth International",MINNESOTA,USA,2020-05,0,2020-06,8931.0
"El Paso, TX: El Paso International",TEXAS,USA,2020-05,0,2020-06,127210.0
"Erie, PA: Erie International/Tom Ridge Field",PENNSYLVANIA,USA,2020-05,0,2020-06,15823.0
"Everett, WA: Snohomish County",WASHINGTON,USA,2020-05,0,2020-06,102024.0
"Fargo, ND: Hector International",NORTH DAKOTA,USA,2020-05,0,2020-06,87173.0
"Flint, MI: Bishop International",MICHIGAN,USA,2020-05,0,2020-06,186023.0
"Fort Lauderdale, FL: Fort Lauderdale Executive",FLORIDA,USA,2020-05,18,2020-06,302655.0
"Fort Myers, FL: Southwest Florida International",FLORIDA,USA,2020-05,34,2020-06,206016.0
"Fort Smith, AR: Fort Smith Regional",ARKANSAS,USA,2020-05,0,2020-06,80811.0
"Fresno, CA: Fresno Yosemite International",CALIFORNIA,USA,2020-05,0,2020-06,337923.0
"Gary, IN: Gary/Chicago International",INDIANA,USA,2020-05,0,2020-06,66818.0
"Grand Forks, ND: Grand Forks International",NORTH DAKOTA,USA,2020-05,0,2020-06,12202.0
"Grand Junction, CO: Grand Junction Regional",COLORADO,USA,2020-05,0,2020-06,19226.0
"Grand Rapids, MI: Gerald R. Ford International",MICHIGAN,USA,2020-05,0,2020-06,205963.0
"Great Falls, MT: Great Falls International",MONTANA,USA,2020-05,0,2020-06,2284.0
"Green Bay, WI: Green Bay Austin Straubel International",WISCONSIN,USA,2020-05,0,2020-06,135089.0
"Harlingen/San Benito, TX: Valley International",TEXAS,USA,2020-05,0,2020-06,2137.0
"Harrisburg, PA: Harrisburg International",PENNSYLVANIA,USA,2020-05,0,2020-06,305759.0
"Hayden, CO: Yampa Valley",COLORADO,USA,2020-05,0,2020-06,25790.0
"Hays, KS: Hays Regional",KANSAS,USA,2020-05,0,2020-06,107524.0
"Houston, TX: George Bush Intercontinental/Houston",TEXAS,USA,2020-05,32914,2020-06,812064.0
"Huntsville, AL: Huntsville International-Carl T Jones Field",ALABAMA,USA,2020-05,0,2020-06,102223.0
"Idaho Falls, ID: Idaho Falls Regional",IDAHO,USA,2020-05,0,2020-06,9111.0
"Indianapolis, IN: Indianapolis International",INDIANA,USA,2020-05,0,2020-06,423624.0
"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",MISSISSIPPI,USA,2020-05,0,2020-06,235491.0
"Jacksonville, FL: Jacksonville International",FLORIDA,USA,2020-05,0,2020-06,134501.0
"Kalamazoo, MI: Kalamazoo/Battle Creek International",MICHIGAN,USA,2020-05,0,2020-06,54880.0
"Kalispell, MT: Glacier Park International",MONTANA,USA,2020-05,0,2020-06,3493.0
"Kanab, UT: Kanab Municipal",UTAH,USA,2020-05,0,2020-06,5522.0
"Kansas City, MO: Kansas City International",MISSOURI,USA,2020-05,0,2020-06,278068.0
"Killeen, TX: Robert Gray AAF",TEXAS,USA,2020-05,0,2020-06,30648.0
"Knoxville, TN: McGhee Tyson",TENNESSEE,USA,2020-05,0,2020-06,57647.0
"Lafayette, IN: Purdue University",INDIANA,USA,2020-05,0,2020-06,70250.0
"Lake Charles, LA: Lake Charles Regional",LOUISIANA,USA,2020-05,0,2020-06,512.0
"Laredo, TX: Laredo International",TEXAS,USA,2020-05,91,2020-06,31865.0
"Las Vegas, NV: Harry Reid International",NEVADA,USA,2020-05,0,2020-06,290324.0
"Lexington, KY: Blue Grass",KENTUCKY,USA,2020-05,0,2020-06,44646.0
"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",ARKANSAS,USA,2020-05,0,2020-06,97342.0
"Longview, TX: East Texas Regional",TEXAS,USA,2020-05,0,2020-06,82730.0
"Los Angeles, CA: Los Angeles International",CALIFORNIA,USA,2020-05,64944,2020-06,2755681.0
"Louisville, KY: Louisville Muhammad Ali International",KENTUCKY,USA,2020-05,0,2020-06,202113.0
"Lubbock, TX: Lubbock Preston Smith International",TEXAS,USA,2020-05,0,2020-06,45774.0
"Madison, WI: Dane County Regional-Truax Field",WISCONSIN,USA,2020-05,0,2020-06,63982.0
"Manchester, NH: Manchester Boston Regional",NEW HAMPSHIRE,USA,2020-05,0,2020-06,70333.0
"Marietta, GA: Dobbins ARB",GEORGIA,USA,2020-05,0,2020-06,474375.0
"Melbourne, FL: Melbourne Orlando International",FLORIDA,USA,2020-05,0,2020-06,32804.0
"Memphis, TN: Memphis International",TENNESSEE,USA,2020-05,0,2020-06,396643.0
"Miami, FL: Miami International",FLORIDA,USA,2020-05,34463,2020-06,720812.0
"Midland/Odessa, TX: Midland International Air and Space Port",TEXAS,USA,2020-05,0,2020-06,27980.0
"Milwaukee, WI: General Mitchell International",WISCONSIN,USA,2020-05,0,2020-06,481519.0
"Minneapolis, MN: Minneapolis-St Paul International",MINNESOTA,USA,2020-05,954,2020-06,684506.0
"Minot, ND: Minot International",NORTH DAKOTA,USA,2020-05,0,2020-06,4773.0
"Mission/McAllen/Edinburg, TX: McAllen Miller International",TEXAS,USA,2020-05,0,2020-06,49267.0
"Mobile, AL: Mobile Regional",ALABAMA,USA,2020-05,0,2020-06,119389.0
"Moline, IL: Quad Cities International",ILLINOIS,USA,2020-05,0,2020-06,75752.0
"Montgomery, AL: Montgomery Regional",ALABAMA,USA,2020-05,0,2020-06,263425.0
"Myrtle Beach, SC: Myrtle Beach International",SOUTH CAROLINA,USA,2020-05,0,2020-06,129006.0
"Nashville, TN: Nashville International",TENNESSEE,USA,2020-05,0,2020-06,462984.0
"New Orleans, LA: Louis Armstrong New Orleans International",LOUISIANA,USA,2020-05,0,2020-06,22074.0
"New York, NY: John F. Kennedy International",NEW YORK,USA,2020-05,43282,2020-06,9541761.0
"Newark, NJ: Newark Liberty International",NEW JERSEY,USA,2020-05,19675,2020-06,3440125.0
"Niagara Falls, NY: Niagara Falls International",NEW YORK,USA,2020-05,0,2020-06,34714.0
"Norfolk, VA: Norfolk International",VIRGINIA,USA,2020-05,0,2020-06,81981.0
"North Platte, NE: North Platte Regional Airport Lee Bird Field",NEBRASKA,USA,2020-05,0,2020-06,33648.0
"Oakland, CA: Metro Oakland International",CALIFORNIA,USA,2020-05,6119,2020-06,273111.0
"Oklahoma City, OK: Will Rogers World",OKLAHOMA,USA,2020-05,0,2020-06,100123.0
"Omaha, NE: Eppley Airfield",NEBRASKA,USA,2020-05,0,2020-06,288613.0
"Ontario, CA: Ontario International",CALIFORNIA,USA,2020-05,0,2020-06,803047.0
"Orlando, FL: Orlando International",FLORIDA,USA,2020-05,322,2020-06,162997.0
"Palm Springs, CA: Palm Springs International",CALIFORNIA,USA,2020-05,0,2020-06,19921.0
"Pasco/Kennewick/Richland, WA: Tri Cities",WASHINGTON,USA,2020-05,0,2020-06,48373.0
"Pensacola, FL: Pensacola International",FLORIDA,USA,2020-05,0,2020-06,59484.0
"Peoria, IL: General Downing - Peoria International",ILLINOIS,USA,2020-05,0,2020-06,71175.0
"Philadelphia, PA: Philadelphia International",PENNSYLVANIA,USA,2020-05,2243,2020-06,1681496.0
"Phoenix, AZ: Phoenix Sky Harbor International",ARIZONA,USA,2020-05,1112,2020-06,953753.0
"Pittsburgh, PA: Pittsburgh International",PENNSYLVANIA,USA,2020-05,0,2020-06,436423.0
"Portland, ME: Portland International Jetport",MAINE,USA,2020-05,0,2020-06,18399.0
"Portland, OR: Portland International",OREGON,USA,2020-05,0,2020-06,75172.0
"Providence, RI: Rhode Island Tf Green International",RHODE ISLAND,USA,2020-05,0,2020-06,1617863.0
"Provo, UT: Provo Municipal",UTAH,USA,2020-05,0,2020-06,97739.0
"Pueblo, CO: Pueblo Memorial",COLORADO,USA,2020-05,0,2020-06,23864.0
"Raleigh/Durham, NC: Raleigh-Durham International",NORTH CAROLINA,USA,2020-05,0,2020-06,544767.0
"Rapid City, SD: Rapid City Regional",SOUTH DAKOTA,USA,2020-05,0,2020-06,15960.0
"Reno, NV: Reno/Tahoe International",NEVADA,USA,2020-05,0,2020-06,69547.0
"Richmond, VA: Richmond International",VIRGINIA,USA,2020-05,0,2020-06,252789.0
"Rochester, MN: Rochester International",MINNESOTA,USA,2020-05,0,2020-06,109770.0
"Rochester, NY: Frederick Douglass Grtr Rochester International",NEW YORK,USA,2020-05,0,2020-06,118816.0
"Rockford, IL: Chicago/Rockford International",ILLINOIS,USA,2020-05,0,2020-06,195916.0
"Sacramento, CA: Sacramento International",CALIFORNIA,USA,2020-05,0,2020-06,211860.0
"Salt Lake City, UT: Salt Lake City International",UTAH,USA,2020-05,147,2020-06,314446.0
"San Angelo, TX: San Angelo Regional/Mathis Field",TEXAS,USA,2020-05,0,2020-06,5052.0
"San Antonio, TX: San Antonio International",TEXAS,USA,2020-05,529,2020-06,192284.0
"San Diego, CA: San Diego International",CALIFORNIA,USA,2020-05,0,2020-06,359635.0
"San Francisco, CA: San Francisco International",CALIFORNIA,USA,2020-05,17105,2020-06,163435.0
"San Jose, CA: Norman Y. Mineta San Jose International",CALIFORNIA,USA,2020-05,0,2020-06,243210.0
"Sanford, FL: Orlando Sanford International",FLORIDA,USA,2020-05,0,2020-06,78385.0
"Sarasota/Bradenton, FL: Sarasota/Bradenton International",FLORIDA,USA,2020-05,0,2020-06,83735.0
"Savannah, GA: Savannah/Hilton Head International",GEORGIA,USA,2020-05,0,2020-06,86283.0
"Scottsbluff, NE: Western Neb. Regional/William B. Heilig Field",NEBRASKA,USA,2020-05,0,2020-06,25652.0
"Seattle, WA: Lake Union Terminal",WASHINGTON,USA,2020-05,0,2020-06,349001.0
"Shreveport, LA: Shreveport Regional",LOUISIANA,USA,2020-05,0,2020-06,17377.0
"Sioux Falls, SD: Joe Foss Field",SOUTH DAKOTA,USA,2020-05,0,2020-06,330985.0
"South Bend, IN: South Bend International",INDIANA,USA,2020-05,0,2020-06,242312.0
"Spokane, WA: Spokane International",WASHINGTON,USA,2020-05,0,2020-06,37830.0
"St. Louis, MO: St Louis Lambert International",MISSOURI,USA,2020-05,0,2020-06,263171.0
"St. Petersburg, FL: St Pete Clearwater International",FLORIDA,USA,2020-05,0,2020-06,90467.0
"Syracuse, NY: Syracuse Hancock International",NEW YORK,USA,2020-05,0,2020-06,190084.0
"Tallahassee, FL: Tallahassee International",FLORIDA,USA,2020-05,0,2020-06,153124.0
"Tampa, FL: Tampa International",FLORIDA,USA,2020-05,0,2020-06,180833.0
"Toledo, OH: Eugene F Kranz Toledo Express",OHIO,USA,2020-05,0,2020-06,116679.0
"Tucson, AZ: Tucson International",ARIZONA,USA,2020-05,0,2020-06,207839.0
"Tullahoma, TN: Arnold AFB",TENNESSEE,USA,2020-05,0,2020-06,37648.0
"Tulsa, OK: Tulsa International",OKLAHOMA,USA,2020-05,0,2020-06,107777.0
"Twin Falls, ID: Joslin Field - Magic Valley Regional",IDAHO,USA,2020-05,0,2020-06,47715.0
"Waco, TX: Waco Regional",TEXAS,USA,2020-05,0,2020-06,11284.0
"Washington, DC: Ronald Reagan Washington National",DISTRICT OF COLUMBIA,USA,2020-05,0,2020-06,1171952.0
"West Palm Beach/Palm Beach, FL: Palm Beach International",FLORIDA,USA,2020-05,0,2020-06,378168.0
"Wichita Falls, TX: Sheppard AFB/Wichita Falls Municipal",TEXAS,USA,2020-05,0,2020-06,23855.0
"Wichita, KS: Wichita Dwight D Eisenhower National",KANSAS,USA,2020-05,0,2020-06,48978.0
"Wilmington, NC: Wilmington International",NORTH CAROLINA,USA,2020-05,0,2020-06,84051.0
"Yakima, WA: Yakima Air Terminal/McAllister Field",WASHINGTON,USA,2020-05,0,2020-06,177617.0
"Yuma, AZ: Yuma MCAS/Yuma International",ARIZONA,USA,2020-05,0,2020-06,294190.0
"Abilene, TX: Abilene Regional",TEXAS,USA,2020-06,0,2020-07,38431.0
"Akron, OH: Akron-Canton Regional",OHIO,USA,2020-06,0,2020-07,325594.0
"Albany, NY: Albany International",NEW YORK,USA,2020-06,33,2020-07,436793.0
"Albuquerque, NM: Albuquerque International Sunport",NEW MEXICO,USA,2020-06,0,2020-07,289934.0
"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",PENNSYLVANIA,USA,2020-06,0,2020-07,629561.0
"Amarillo, TX: Rick Husband Amarillo International",TEXAS,USA,2020-06,0,2020-07,266068.0
"Atlanta, GA: Hartsfield-Jackson Atlanta International",GEORGIA,USA,2020-06,39423,2020-07,753170.0
"Atlantic City, NJ: Atlantic City International",NEW JERSEY,USA,2020-06,0,2020-07,119037.0
"Augusta, GA: Augusta Regional at Bush Field",GEORGIA,USA,2020-06,0,2020-07,244894.0
"Austin, TX: Austin - Bergstrom International",TEXAS,USA,2020-06,0,2020-07,794840.0
"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",MARYLAND,USA,2020-06,0,2020-07,673352.0
"Bangor, ME: Bangor International",MAINE,USA,2020-06,0,2020-07,6779.0
"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",LOUISIANA,USA,2020-06,0,2020-07,7789.0
"Bellingham, WA: Bellingham International",WASHINGTON,USA,2020-06,0,2020-07,43577.0
"Bend/Redmond, OR: Roberts Field",OREGON,USA,2020-06,0,2020-07,34601.0
"Billings, MT: Billings Logan International",MONTANA,USA,2020-06,0,2020-07,27884.0
"Birmingham, AL: Birmingham-Shuttlesworth International",ALABAMA,USA,2020-06,0,2020-07,257852.0
"Bismarck/Mandan, ND: Bismarck Municipal",NORTH DAKOTA,USA,2020-06,0,2020-07,24212.0
"Boise, ID: Boise Air Terminal",IDAHO,USA,2020-06,0,2020-07,268593.0
"Boston, MA: Logan International",MASSACHUSETTS,USA,2020-06,5812,2020-07,1676539.0
"Bozeman, MT: Bozeman Yellowstone International",MONTANA,USA,2020-06,0,2020-07,19058.0
"Bristol/Johnson City/Kingsport, TN: Tri Cities",TENNESSEE,USA,2020-06,0,2020-07,166145.0
"Brownsville, TX: Brownsville South Padre Island International",TEXAS,USA,2020-06,0,2020-07,162280.0
"Buffalo, NY: Buffalo Niagara International",NEW YORK,USA,2020-06,42,2020-07,250227.0
"Burbank, CA: Bob Hope",CALIFORNIA,USA,2020-06,0,2020-07,549881.0
"Burlington, VT: Burlington International",VERMONT,USA,2020-06,0,2020-07,35068.0
"Camp Springs, MD: Joint Base Andrews",MARYLAND,USA,2020-06,0,2020-07,798692.0
"Casper, WY: Casper/Natrona County International",WYOMING,USA,2020-06,0,2020-07,11978.0
"Cedar Rapids/Iowa City, IA: The Eastern Iowa",IOWA,USA,2020-06,0,2020-07,185211.0
"Charleston, SC: Charleston AFB/International",SOUTH CAROLINA,USA,2020-06,0,2020-07,410023.0
"Charlotte, NC: Charlotte Douglas International",NORTH CAROLINA,USA,2020-06,18203,2020-07,1491105.0
"Chattanooga, TN: Lovell Field",TENNESSEE,USA,2020-06,0,2020-07,250727.0
"Cheyenne, WY: Cheyenne Regional/Jerry Olson Field",WYOMING,USA,2020-06,0,2020-07,42927.0
"Chicago, IL: Chicago Midway International",ILLINOIS,USA,2020-06,5394,2020-07,4198477.0
"Cincinnati, OH: Cincinnati/Northern Kentucky International",OHIO,USA,2020-06,0,2020-07,315369.0
"Cleveland, OH: Cleveland-Hopkins International",OHIO,USA,2020-06,0,2020-07,389053.0
"College Station/Bryan, TX: Easterwood Field",TEXAS,USA,2020-06,0,2020-07,305156.0
"Colorado Springs, CO: City of Colorado Springs Municipal",COLORADO,USA,2020-06,0,2020-07,8409.0
"Columbia, SC: Columbia Metropolitan",SOUTH CAROLINA,USA,2020-06,0,2020-07,406397.0
"Columbus, GA: Columbus Airport",GEORGIA,USA,2020-06,0,2020-07,480990.0
"Columbus, OH: John Glenn Columbus International",OHIO,USA,2020-06,0,2020-07,545369.0
"Corpus Christi, TX: Corpus Christi International",TEXAS,USA,2020-06,0,2020-07,314803.0
"Dallas/Fort Worth, TX: Dallas/Fort Worth International",TEXAS,USA,2020-06,86433,2020-07,2259733.0
"Dayton, OH: James M Cox/Dayton International",OHIO,USA,2020-06,0,2020-07,219008.0
"Daytona Beach, FL: Daytona Beach International",FLORIDA,USA,2020-06,0,2020-07,18255.0
"Denver, CO: Denver International",COLORADO,USA,2020-06,1450,2020-07,597207.0
"Des Moines, IA: Des Moines International",IOWA,USA,2020-06,0,2020-07,377456.0
"Detroit, MI: Detroit Metro Wayne County",MICHIGAN,USA,2020-06,17259,2020-07,1553686.0
"Duluth, MN: Duluth International",MINNESOTA,USA,2020-06,0,2020-07,16022.0
"El Paso, TX: El Paso International",TEXAS,USA,2020-06,0,2020-07,338475.0
"Erie, PA: Erie International/Tom Ridge Field",PENNSYLVANIA,USA,2020-06,0,2020-07,22661.0
"Everett, WA: Snohomish County",WASHINGTON,USA,2020-06,0,2020-07,139150.0
"Fargo, ND: Hector International",NORTH DAKOTA,USA,2020-06,0,2020-07,119420.0
"Flint, MI: Bishop International",MICHIGAN,USA,2020-06,0,2020-07,246500.0
"Fort Lauderdale, FL: Fort Lauderdale Executive",FLORIDA,USA,2020-06,98,2020-07,1100530.0
"Fort Myers, FL: Southwest Florida International",FLORIDA,USA,2020-06,0,2020-07,632247.0
"Fort Smith, AR: Fort Smith Regional",ARKANSAS,USA,2020-06,0,2020-07,246390.0
"Fresno, CA: Fresno Yosemite International",CALIFORNIA,USA,2020-06,5470,2020-07,975368.0
"Gary, IN: Gary/Chicago International",INDIANA,USA,2020-06,0,2020-07,100435.0
"Grand Forks, ND: Grand Forks International",NORTH DAKOTA,USA,2020-06,0,2020-07,21232.0
"Grand Junction, CO: Grand Junction Regional",COLORADO,USA,2020-06,0,2020-07,29192.0
"Grand Rapids, MI: Gerald R. Ford International",MICHIGAN,USA,2020-06,0,2020-07,304005.0
"Great Falls, MT: Great Falls International",MONTANA,USA,2020-06,0,2020-07,6211.0
"Green Bay, WI: Green Bay Austin Straubel International",WISCONSIN,USA,2020-06,0,2020-07,230395.0
"Harlingen/San Benito, TX: Valley International",TEXAS,USA,2020-06,0,2020-07,12311.0
"Harrisburg, PA: Harrisburg International",PENNSYLVANIA,USA,2020-06,0,2020-07,443345.0
"Hayden, CO: Yampa Valley",COLORADO,USA,2020-06,0,2020-07,40071.0
"Hays, KS: Hays Regional",KANSAS,USA,2020-06,0,2020-07,121803.0
"Houston, TX: George Bush Intercontinental/Houston",TEXAS,USA,2020-06,56592,2020-07,2237534.0
"Huntsville, AL: Huntsville International-Carl T Jones Field",ALABAMA,USA,2020-06,0,2020-07,308834.0
"Idaho Falls, ID: Idaho Falls Regional",IDAHO,USA,2020-06,0,2020-07,26558.0
"Indianapolis, IN: Indianapolis International",INDIANA,USA,2020-06,0,2020-07,523233.0
"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",MISSISSIPPI,USA,2020-06,0,2020-07,447928.0
"Jacksonville, FL: Jacksonville International",FLORIDA,USA,2020-06,0,2020-07,649985.0
"Kalamazoo, MI: Kalamazoo/Battle Creek International",MICHIGAN,USA,2020-06,0,2020-07,76989.0
"Kalispell, MT: Glacier Park International",MONTANA,USA,2020-06,0,2020-07,11000.0
"Kanab, UT: Kanab Municipal",UTAH,USA,2020-06,0,2020-07,12535.0
"Kansas City, MO: Kansas City International",MISSOURI,USA,2020-06,0,2020-07,603899.0
"Killeen, TX: Robert Gray AAF",TEXAS,USA,2020-06,0,2020-07,89016.0
"Knoxville, TN: McGhee Tyson",TENNESSEE,USA,2020-06,0,2020-07,207145.0
"Lafayette, IN: Purdue University",INDIANA,USA,2020-06,0,2020-07,107904.0
"Lake Charles, LA: Lake Charles Regional",LOUISIANA,USA,2020-06,0,2020-07,1662.0
"Laredo, TX: Laredo International",TEXAS,USA,2020-06,0,2020-07,150484.0
"Las Vegas, NV: Harry Reid International",NEVADA,USA,2020-06,76,2020-07,861507.0
"Lexington, KY: Blue Grass",KENTUCKY,USA,2020-06,0,2020-07,98608.0
"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",ARKANSAS,USA,2020-06,0,2020-07,296569.0
"Longview, TX: East Texas Regional",TEXAS,USA,2020-06,0,2020-07,221762.0
"Los Angeles, CA: Los Angeles International",CALIFORNIA,USA,2020-06,124120,2020-07,5447896.0
"Louisville, KY: Louisville Muhammad Ali International",KENTUCKY,USA,2020-06,0,2020-07,338584.0
"Lubbock, TX: Lubbock Preston Smith International",TEXAS,USA,2020-06,0,2020-07,178878.0
"Madison, WI: Dane County Regional-Truax Field",WISCONSIN,USA,2020-06,0,2020-07,154430.0
"Manchester, NH: Manchester Boston Regional",NEW HAMPSHIRE,USA,2020-06,0,2020-07,80946.0
"Marietta, GA: Dobbins ARB",GEORGIA,USA,2020-06,0,2020-07,973512.0
"Melbourne, FL: Melbourne Orlando International",FLORIDA,USA,2020-06,0,2020-07,162680.0
"Memphis, TN: Memphis International",TENNESSEE,USA,2020-06,0,2020-07,898578.0
"Miami, FL: Miami International",FLORIDA,USA,2020-06,65635,2020-07,2368536.0
"Midland/Odessa, TX: Midland International Air and Space Port",TEXAS,USA,2020-06,0,2020-07,118967.0
"Milwaukee, WI: General Mitchell International",WISCONSIN,USA,2020-06,0,2020-07,780225.0
"Minneapolis, MN: Minneapolis-St Paul International",MINNESOTA,USA,2020-06,1862,2020-07,1023083.0
"Minot, ND: Minot International",NORTH DAKOTA,USA,2020-06,0,2020-07,11710.0
"Mission/McAllen/Edinburg, TX: McAllen Miller International",TEXAS,USA,2020-06,0,2020-07,342447.0
"Mobile, AL: Mobile Regional",ALABAMA,USA,2020-06,0,2020-07,273761.0
"Moline, IL: Quad Cities International",ILLINOIS,USA,2020-06,0,2020-07,128049.0
"Montgomery, AL: Montgomery Regional",ALABAMA,USA,2020-06,0,2020-07,597134.0
"Myrtle Beach, SC: Myrtle Beach International",SOUTH CAROLINA,USA,2020-06,0,2020-07,372170.0
"Nashville, TN: Nashville International",TENNESSEE,USA,2020-06,0,2020-07,937612.0
"New Orleans, LA: Louis Armstrong New Orleans International",LOUISIANA,USA,2020-06,0,2020-07,61701.0
"New York, NY: John F. Kennedy International",NEW YORK,USA,2020-06,99537,2020-07,10330129.0
"Newark, NJ: Newark Liberty International",NEW JERSEY,USA,2020-06,43614,2020-07,3678167.0
"Niagara Falls, NY: Niagara Falls International",NEW YORK,USA,2020-06,0,2020-07,42023.0
"Norfolk, VA: Norfolk International",VIRGINIA,USA,2020-06,0,2020-07,118056.0
"North Platte, NE: North Platte Regional Airport Lee Bird Field",NEBRASKA,USA,2020-06,0,2020-07,39203.0
"Oakland, CA: Metro Oakland International",CALIFORNIA,USA,2020-06,11083,2020-07,673028.0
"Oklahoma City, OK: Will Rogers World",OKLAHOMA,USA,2020-06,0,2020-07,306413.0
"Omaha, NE: Eppley Airfield",NEBRASKA,USA,2020-06,0,2020-07,428230.0
"Ontario, CA: Ontario International",CALIFORNIA,USA,2020-06,1400,2020-07,2039045.0
"Orlando, FL: Orlando International",FLORIDA,USA,2020-06,1198,2020-07,800699.0
"Palm Springs, CA: Palm Springs International",CALIFORNIA,USA,2020-06,0,2020-07,64114.0
"Pasco/Kennewick/Richland, WA: Tri Cities",WASHINGTON,USA,2020-06,0,2020-07,132798.0
"Pensacola, FL: Pensacola International",FLORIDA,USA,2020-06,0,2020-07,270310.0
"Peoria, IL: General Downing - Peoria International",ILLINOIS,USA,2020-06,0,2020-07,123768.0
"Philadelphia, PA: Philadelphia International",PENNSYLVANIA,USA,2020-06,4278,2020-07,2021342.0
"Phoenix, AZ: Phoenix Sky Harbor International",ARIZONA,USA,2020-06,6326,2020-07,3237913.0
"Pittsburgh, PA: Pittsburgh International",PENNSYLVANIA,USA,2020-06,0,2020-07,682114.0
"Portland, ME: Portland International Jetport",MAINE,USA,2020-06,0,2020-07,23159.0
"Portland, OR: Portland International",OREGON,USA,2020-06,4058,2020-07,160570.0
"Providence, RI: Rhode Island Tf Green International",RHODE ISLAND,USA,2020-06,0,2020-07,1828170.0
"Provo, UT: Provo Municipal",UTAH,USA,2020-06,0,2020-07,206139.0
"Pueblo, CO: Pueblo Memorial",COLORADO,USA,2020-06,0,2020-07,35362.0
"Raleigh/Durham, NC: Raleigh-Durham International",NORTH CAROLINA,USA,2020-06,0,2020-07,1133847.0
"Rapid City, SD: Rapid City Regional",SOUTH DAKOTA,USA,2020-06,0,2020-07,31464.0
"Reno, NV: Reno/Tahoe International",NEVADA,USA,2020-06,0,2020-07,149291.0
"Richmond, VA: Richmond International",VIRGINIA,USA,2020-06,0,2020-07,370131.0
"Rochester, MN: Rochester International",MINNESOTA,USA,2020-06,0,2020-07,203556.0
"Rochester, NY: Frederick Douglass Grtr Rochester International",NEW YORK,USA,2020-06,0,2020-07,154865.0
"Rockford, IL: Chicago/Rockford International",ILLINOIS,USA,2020-06,0,2020-07,263189.0
"Sacramento, CA: Sacramento International",CALIFORNIA,USA,2020-06,6680,2020-07,799114.0
"Salt Lake City, UT: Salt Lake City International",UTAH,USA,2020-06,3072,2020-07,677483.0
"San Angelo, TX: San Angelo Regional/Mathis Field",TEXAS,USA,2020-06,0,2020-07,37206.0
"San Antonio, TX: San Antonio International",TEXAS,USA,2020-06,1198,2020-07,838995.0
